,Dominant_Topic,Perc_Contribution,Topic_Keywords,CONTENT_TX
16392,6,0.2995,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",原来这家是柳州点，以前一直以为是上海南站店，如果能有醒目标示更好，之前有点餐竟然点错了店，不过还是顺利拿到了点的餐，小龙虾汉堡挺实在，味道挺香。
16393,9,0.3667,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",冰淇淋好吃
16394,9,0.7006,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点餐网络太卡
16395,9,0.2658,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",买黄金鸡块总算忘记提供酱
16396,5,0.1834,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员一脸的不耐烦，上海这地方怎么了，
16397,4,0.1,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",6666666
16398,2,0.2698,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",说好原味鸡要三角 拿回去发现是个鸡腿 感觉很不好
16399,9,0.55,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",好吃！！！！
16400,6,0.3868,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",手机点餐后，无法被商家接收，浪费很多时间
16401,9,0.6192,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",自主点餐接单慢
16402,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络不好  没积分
16403,9,0.2886,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络卡住了，钱扣了东西没吃上，还让我试了两次。。。
16404,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",赞，好
16405,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",非常方便
16406,8,0.7,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度快
16407,5,0.2818,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",自助虽然出了点问题、很及时的帮我解决了、服务很满意点赞
16408,9,0.2834,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",店面提醒别人用手机点餐，但是点了又不接单！连续弄了三次，都没有人接单！只能取消订单！
16409,9,0.2333,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点餐特别有耐心，还会主动提醒优惠，赞！
16410,6,0.3673,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",店里没有为鸡米花准备可以叉的签子
16411,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
16412,7,0.7036,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",系统瘫痪，速度慢急死人
16413,7,0.3732,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",我等了整整快半个小时，KFC还是快餐类吗？看我是小孩，一直不理我，真是无语
16414,9,0.4347,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不按顺序出餐，序号排后面的先出，催了才出餐，希望好好培训员工，电子荧幕等同摆设
16415,9,0.4304,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",手机点单不成功，说是系统不稳定没信号，等了半天，总算可以取消订单了，发现金额未退，一次不愉快的消费
16416,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",老坛饭咸
16417,9,0.2806,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",服务和环境都很好，就是网络一定要修复好哦，不然不能网上下单真是太不方便啦。
16418,9,0.7006,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",橙汁偏酸了，希望改进
16419,9,0.3039,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",app 不好用 买的兑换券还是要服务员操作
16420,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
16421,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好！
16422,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",薯条冷的，其他不错
16423,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
16424,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
16425,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",方便快捷
16426,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",经理非常可爱啊
16427,0,0.5261,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",申富店店经理潘姐礼貌待人热情接待 赞赞赞
16428,8,0.55,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",满意 
16429,5,0.5162,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很给力，味道也不错
16430,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",这里的鸡肉好大块啊，喜欢！
16431,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",不错的
16432,3,0.3418,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",口味改进：榛果拿铁有点难喝。服务：可否使用吸尘器？客人堂吃时扫地，是否考虑到扬尘？
16433,3,0.283,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",可惜不能上传图片，一份大鸡米花，里面居然三分之一是碎碎，是面渣子，跟薯条粗细差不多的，这么多年头一回碰上
16434,3,0.5155,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",买了杯拿铁，给了瓶奶精，糖呢！给错了吧
16435,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好
16436,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好
16437,3,0.2794,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",前台点餐的小哥看上去脾气很差，问问题爱搭不理的。和同事说话到却是嘻嘻笑笑。
16438,4,0.5606,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",网又坏了
16439,9,0.5167,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点餐机器坏  严重不满意
16440,6,0.2625,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",出餐很慢，很多东西都没准备好
16441,0,0.2202,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",小龙虾汉堡蛮好吃的
16442,3,0.1709,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",服务人员很多，都在来回走，但半天配不出来餐，如果不催的话就完全没人在配。汉堡里的肉和皮基本完全错位，酱料都粘在包装纸上，希望有所改进
16443,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",满意的~
16444,9,0.2738,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小","从来没感受过的差劲APP,本来可以点一个荒岛明星餐，结果被APP坑的一塌糊涂，优惠券无法核销"
16445,7,0.5517,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",破系统
16446,4,0.185,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",自助系统一天坏好几次，是要闹哪样
16447,9,0.7,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络不好，
16448,9,0.7,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",为什么不能自助点单
16449,7,0.5264,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",拉稀接不到单
16450,9,0.5252,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",自助点餐未响应
16451,6,0.55,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",没有厕所 
16452,7,0.3158,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",什么破系统啊！三天两头碰到系统问题，不是多扣核销券就是扣了钱订单不成功。系统这么差就别祸害消费者了
16453,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度很好
16454,9,0.55,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络有问题
16455,2,0.4205,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",网络异常，无法接单，无法会员积分
16456,5,0.5253,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",一直连不上KFCWi-Fi..
16457,7,0.2823,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",差评 点餐机已坏 还让顾客点餐  退款还要等7天 没天理
16458,9,0.85,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络不给力，自助点餐反应慢
16459,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好，谢谢肯德基
16460,2,0.3667,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",卫生比较差
16461,7,0.5255,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",服务体贴值得表扬
16462,6,0.7012,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",没买成，取消订单了
16463,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员很热情！
16464,9,0.6201,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不能自助扫码点餐就不要把二维码摆出来
16465,9,0.3398,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络坏了，没有用到会员价，希望尽快修好！
16466,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",订单不成功
16467,9,0.3417,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小","手机点餐一直不行，网络一直坏,而且还让我们等了好久才显示不行!!!!!!!!!"
16468,7,0.3973,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",餐厅没接单，我的钱还没退呢
16469,5,0.275,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",环境好，干净
16470,9,0.2625,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",一星都不想给好吗，什么垃圾玩意，手机自助下单钱都付了，一直不成功，又不能退。到柜台下单用优惠券说是系统问题用不了，要原价付款？系统问题怪我咯？凭什么要消费者承担？这家店以后肯定不会再来
16471,7,0.3875,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",上校鸡块不是很热，温的，没有热的好吃
16472,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",人好多
16473,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
16474,9,0.3606,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",非常不满意，预购券因网络问题不能使用，本来买券也是为了方便，还要因此浪费时间交涉，希望肯德基加强对类似情况的应对
16475,0,0.2202,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",感觉一般，小龙虾汉堡菜品一般
16476,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",柜台小姐姐好漂亮
16477,3,0.3033,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",点完餐才说系统坏了不能用手点餐，东西也是冷的
16478,9,0.3875,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",系统有问题不能手机下单，店员还一直在要求手机点单
16479,9,0.3415,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",吮指原味鸡太小，手机点餐钱扣了显示订餐失败，奇葩
16480,2,0.2614,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",消费硬件配置太差 支付体验很差 会员卡无法使用
16481,1,0.5545,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",鸡腿堡用了鸡胸肉
16482,9,0.62,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",好吃好吃好好吃
16483,5,0.4065,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员服务态度很好，手机下单没有成功，咨询很耐心的解答，还连续道歉了好几回
16484,2,0.55,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",太差了
16485,0,0.42,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",小哥服务特别好
16486,7,0.3673,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",希望快点修复网咯
16487,2,0.2334,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",收银员态度差，询问如何使用券，一副欠人钱的样子
16488,1,0.3667,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",特别喜欢
16489,2,0.3504,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",点餐机坏了，开了一个点餐柜台
16490,7,0.5536,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",系统瘫痪
16491,9,0.4552,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点了两次不成功，你还让我评价？差评赶紧退钱
16492,9,0.525,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",今天晚上不能自助点餐了
16493,9,0.5123,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络当机 自助点餐能支付没取餐号 实验多次无果 还要等待多日退款！
16494,9,0.3094,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",还是那句话，都点不了你让我评价？不吃了不吃了，赶紧退钱，退钱退钱
16495,9,0.6834,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",及时解决网络问题，无法自助点餐。无法使用优惠券
16496,3,0.4632,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",会员和优惠券都不能用，说系统有问题可以理解，但是没有补救措施，一句不能用就打发客人，太影响品牌形象
16497,9,0.2948,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不能自助点餐应该提前告知，微信支付宝不能用，排了半天对才说，浪费时间
16498,1,0.426,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",這個差評是給一位年長的清潔工的，女廁所里兩个隔間的門都鎖著，我以為有人，一直現在門外等。期間這位清潔工進來了一下看了看我，啥也沒說就出去了。等了近二十分鐘，另一位年輕清潔工進來，告訴我兩個廁所都是壞的，不能用，門是他們自己锁的。前面那位清潔工看到了為什麼不告知一聲？
16499,2,0.525,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",不能用会员，网络差
16500,6,0.7,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",订单取消了
16501,9,0.275,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",不满意，网单老下不了
16502,9,0.42,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",系统经常坏 没发用买的券
16503,1,0.275,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",最爱鸡翅
16504,3,0.3668,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",订不了
16505,6,0.6999,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",等待时间过长
16506,5,0.3875,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",原味鸡味道不错，服务也很热情
16507,5,0.62,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员很有礼貌，不错
16508,0,0.1,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",xiaohuozhishuaiqi
16509,5,0.5125,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很喜欢这家肯德基，经常来，服务很热情
16510,9,0.5246,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",自助点餐系统瘫痪。
16511,7,0.35,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",系统坏了，也不提前告知
16512,5,0.5508,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务员有点疲劳感，不冷不热！
16513,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好的用餐
16514,9,0.4437,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",手机点餐的钟点已经过了，但系统继续接受顾客下单，直到付钱后才通知顾客，不可以及时关闭手机下单的系统吗？
16515,5,0.3,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",汉堡有点硬，感觉放了很久了
16516,6,0.35,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",感觉东西太少了     有点不开心
16517,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好吃
16518,2,0.3671,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",允味鸡块也太小了吧
16519,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
16520,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",阿姨服务很好
16521,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很不错！
16522,3,0.3489,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",宾至如归，我是这里的老熟客了。店员都很敬业！赞！
16523,6,0.2202,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",不点五星没天理了！
16524,9,0.5856,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",全家桶给我两个鸡腿？当我乡下人？没吃过全家桶？
16525,3,0.3505,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",WIFI认证页面一直跳不出 其他店也是 很难跳出导致无法上网 鸡翅炸的太干太老
16526,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",态度很好
16527,3,0.2764,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",WIFI认证页面一直跳不出无法登陆
16528,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好
16529,5,0.62,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务非常好，很贴心
16530,9,0.4118,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",餐厅购餐系统网络太差了，买的东西券也不能用，慢。
16531,3,0.5606,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",给副经理点赞！处理事情令客人满意！
16532,4,0.2644,"坏, 太好了, 优惠卷, 洗手间, 多多, 信息, 生意, 坐下, 逼, 张",点个餐一直催，还有八分钟下班，就说就剩这么多了，别的没了。
16533,9,0.3876,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",由于贵店网络问题导致的会员卡不能用，不应该顾客买单吧？
16534,3,0.2734,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",明明没有一个人排队，还硬要我用手机app付款，浪费客人时间，收银员太偷懒了
16535,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",不错呢
16536,8,0.443,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",服务主动周到 干净舒适 设施完好
16537,9,0.2923,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",排队不规范，大妈记性还差，我规矩排队等前几个人买完，后面来个插队的，反而说比我先来，真是气到不行
16538,1,0.4558,"鸡翅, 味道, 再, 特别, 鸡腿, 周到, 可乐, 问, 看, 棒",虾堡双人套餐，里面的汉堡给的是新奥尔良汉堡不是龙虾堡，失望
16539,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好的很啊
16540,6,0.3673,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",乱收费，发现错误后退款重点
16541,5,0.775,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",感觉很好，
16542,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",味道很好！
16543,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
16544,8,0.2996,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",回家发现多收我钱了，服务员自己价格搞错，晕死
16545,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",非常不错的餐厅
16546,9,0.5695,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",柜台点餐告诉我只能付现金，我只带了手机出来OK？自助下单提交十几次都接单不成功，柜台还不能手机支付，也是醉了，建议赶紧下线自助点餐系统吧，柜台点餐+手机支付才是真正有效的
16547,0,0.275,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务特别好
16548,7,0.525,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",点餐员超赞
16549,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好啊
16550,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
16551,3,0.2202,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",纸巾，酱料记得给噢?
16552,9,0.275,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",可乐不新鲜
16553,9,0.421,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小","顾客到点餐区,没急及时招呼"
16554,9,0.3445,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",薯条口感不对 每次都漏给番茄酱和纸巾
16555,0,0.62,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",冰激凌明显少于其他店，我想这个应该有标准吧！
16556,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务很好，
16557,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",桌子少
16558,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",非常好，服务热情
16559,2,0.5517,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",男服务员挺帅的
16560,5,0.55,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好啊?。
16561,9,0.7,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",网络不好
16562,5,0.3667,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好好好
16563,6,0.7,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",芳芳没上班
16564,0,0.55,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",鸡肉红血丝多
16565,5,0.82,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好很好
16566,7,0.3667,"还, 点, 肯德基, 咖啡, 帮, 套餐, 下单, 餐点, 美味, 好喝",经常来，还不错吧！
16567,3,0.55,"都, 说, 冷, 去, 上, 客人, 优惠, 会, 番茄酱, 换",good
16568,6,0.3667,"没, 挺, 东西, 店, 经理, 时间, 厕所, 还要, 店里, 完",点菜快速
16569,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",双胞胎服务一向很好呀
16570,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",本店态度好
16571,2,0.3667,"原味, 态度, 鸡, 太, 差, 鸡块, 用餐, 主动, 2, 老",等太长时间
16572,0,0.3667,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",服务好
16573,8,0.3667,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",粥希菜少
16574,8,0.31,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",今天早上光顾了，自助点餐就是快，到了店里已经准备好了赞一个！
16575,5,0.42,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",好吃新鲜，服务态度热情。
16576,9,0.4663,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",没有网络也不说，手机定了说没网
16577,8,0.42,"吃, 满意, 餐厅, 速度, 少, 下次, 新鲜, 才, 干净, 快",速度快服务好
16578,9,0.6987,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",工作餐又涨价了?
16579,5,0.7,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",服务态度好。
16580,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",总体感觉不错
16581,0,0.4204,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",鸡肉粥里生姜太多
16582,5,0.525,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",很好，一切要求都能满足
16583,5,0.4548,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",方便，快捷，服务好，这是大优势！总体体验很好！
16584,0,0.41,"服务, 一个, 汉堡, 人, 大, 做, 人员, 鸡肉, 好评, 想",今天点了雪菜粥和油条，油条很硬，很难吃。
16585,9,0.2564,"不, 点餐, 好吃, 好好, 买, 手机, 自助, 薯条, 环境, 小",点餐系统问题好大 量一多就好慢 早餐点了很多 新来的小哥动作有点慢 要加油
16586,5,0.5311,"好, 很, 服务员, 热情, 不错, 服务态度, 喜欢, 棒棒, 哒, 感觉",早班那位姓吴女经理人美服务态度好，大厅那位穿粉红衬衫的接待员服务很热情！
